#Organism group,Strain,Isolate,Create date,Location,Isolation source,AMR genotypes,Virulence genotypes,Stress genotypes,AST phenotypes,Host disease
"Staphylococcus pseudintermedius",,"PDT001123386.2","2022-04-14T15:34:31Z","USA: IA","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,mecA=PARTIAL_END_OF_CONTIG,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Interdigital dermatitis"
"Staphylococcus pseudintermedius",,"PDT001123387.2","2022-04-14T15:34:32Z","USA: IA","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,mecA=PARTIAL_END_OF_CONTIG,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Dermatitis"
"Staphylococcus pseudintermedius",,"PDT001123388.2","2022-04-14T15:34:32Z","USA: IA","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,catA=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Abortion"
"Staphylococcus pseudintermedius",,"PDT001123389.2","2022-04-14T15:34:32Z","USA: IA","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,catA=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Hematuria"
"Staphylococcus pseudintermedius",,"PDT001123390.2","2022-11-22T18:38:57Z","USA: CO","Not collected",,"icaC=COMPLETE,sec3=COMPLETE",,,"Otitis"
"Staphylococcus pseudintermedius",,"PDT001123391.2","2022-04-14T15:34:32Z","USA: IA","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,catA=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacC=COMPLETE",,"UTI"
"Staphylococcus pseudintermedius",,"PDT001123392.2","2022-04-14T15:34:33Z","USA: IA","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Otitis"
"Staphylococcus pseudintermedius",,"PDT001123393.2","2022-04-14T15:34:33Z","USA: GA","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,mecA=COMPLETE,mecR1=PARTIAL,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Incision Infection"
"Staphylococcus pseudintermedius",,"PDT001123394.2","2022-04-14T15:34:34Z","USA: GA","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE,tet(M)=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"UTI"
"Staphylococcus pseudintermedius",,"PDT001123395.2","2022-04-14T15:34:34Z","USA: GA","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,aac(6')-Ie=HMM,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE,seq=COMPLETE","qacG=COMPLETE",,"Dermatitis"
"Staphylococcus pseudintermedius",,"PDT001123397.2","2022-04-14T15:34:35Z","USA: FL","Not collected","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=HMM","icaC=COMPLETE",,,"Infection"
"Staphylococcus pseudintermedius",,"PDT001123398.2","2022-04-14T15:34:35Z","USA: FL","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,fosB=HMM","icaC=COMPLETE",,,"Infection"
"Staphylococcus pseudintermedius",,"PDT001123399.2","2022-04-14T15:34:35Z","USA: FL","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Infection"
"Staphylococcus pseudintermedius",,"PDT001123400.2","2022-04-14T15:34:36Z","USA: FL","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,fosB=HMM,tet(M)=COMPLETE","icaC=COMPLETE",,,"Infection"
"Staphylococcus pseudintermedius",,"PDT001123401.2","2022-11-22T18:38:57Z","USA: CO","Not collected","dfrG=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=PARTIAL_END_OF_CONTIG,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Infected wound"
"Staphylococcus pseudintermedius",,"PDT001123403.2","2022-04-14T15:34:38Z","USA: CO","Not collected","ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,erm(B)=COMPLETE,grlA_D84N=POINT,gyrA_S84L=POINT,mecA=PARTIAL_END_OF_CONTIG,mecR1=PARTIAL_END_OF_CONTIG,sat4=COMPLETE,tet(M)=PARTIAL","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT001123405.2","2022-04-14T15:34:39Z","USA: CO","Not collected","ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=PARTIAL_END_OF_CONTIG,sat4=COMPLETE,tet(M)=COMPLETE,tet(M)=PARTIAL","icaC=COMPLETE",,,"INFECTED WOUND"
"Staphylococcus pseudintermedius",,"PDT001123406.2","2022-11-22T18:38:58Z","USA: CO","Not collected","ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,erm(A)=COMPLETE,fosY=COMPLETE,fosY=PARTIAL_END_OF_CONTIG,lnu(A)=COMPLETE",,"qacB=COMPLETE,qacR=COMPLETE",,"Infected wound"
"Staphylococcus pseudintermedius",,"PDT001123407.2","2022-11-22T18:38:58Z","USA: CO","Not collected","blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Infected wound"
"Staphylococcus pseudintermedius",,"PDT001123408.2","2022-11-22T18:38:58Z","USA: CO","Not collected","ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,erm(A)=COMPLETE,fosY=COMPLETE,lnu(A)=COMPLETE",,"qacB=COMPLETE,qacR=PARTIAL_END_OF_CONTIG",,"Infected wound"
"Staphylococcus pseudintermedius",,"PDT001123409.2","2022-11-22T18:38:58Z","USA: CO","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,erm(B)=COMPLETE,fosB=HMM,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Superficial pyoderma"
"Staphylococcus pseudintermedius",,"PDT001123410.2","2022-11-22T18:38:58Z","USA: CO","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,fosB=HMM,tet(M)=COMPLETE","icaC=COMPLETE",,,"Infected wound"
"Staphylococcus pseudintermedius",,"PDT001123411.2","2022-04-14T15:34:39Z","USA: AL","Not collected","aac(6')-Ie=HMM,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE,seq=COMPLETE","qacG=COMPLETE",,"Urinary Tract Infection"
"Staphylococcus pseudintermedius",,"PDT001123412.2","2022-11-22T18:38:58Z","USA: CO","Not collected","blaI=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"UTI"
"Staphylococcus pseudintermedius",,"PDT001123413.2","2022-04-14T15:34:40Z","USA: AL","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=PARTIAL_END_OF_CONTIG,catA=COMPLETE,erm(B)=COMPLETE,fosB=HMM,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Conjunctivitis"
"Staphylococcus pseudintermedius",,"PDT001123414.2","2022-04-14T15:34:40Z","USA: AL","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,rpoB_H481Y=POINT,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Osteomyelitis"
"Staphylococcus pseudintermedius",,"PDT001123419.2","2022-11-22T18:38:59Z","USA: TX","Not collected","ant(6)-Ia=COMPLETE,aph(2'')-Ia=HMM,aph(3')-IIIa=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,catA=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","merA=HMM",,"Abscess"
"Staphylococcus pseudintermedius",,"PDT001123420.2","2022-11-22T18:38:59Z","USA: TN","Not collected","fosB=HMM","icaC=COMPLETE",,,"Chronic sneezing, nasal discharge"
"Staphylococcus pseudintermedius",,"PDT001123421.2","2022-11-22T18:38:59Z","USA: NY","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Urinary tract infection"
"Staphylococcus pseudintermedius",,"PDT001123422.2","2022-11-22T18:38:59Z","USA: NY","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,fosB=HMM,tet(M)=COMPLETE","icaC=COMPLETE",,,"Infection"
"Staphylococcus pseudintermedius",,"PDT001123423.2","2022-11-22T18:39:00Z","USA: CO","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,mecI=COMPLETE,mecR1=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Nailbed dermatitis"
"Staphylococcus pseudintermedius",,"PDT001123424.2","2022-11-22T18:39:00Z","USA: NE","Not collected",,"icaC=COMPLETE",,,"Dermatitis"
"Staphylococcus pseudintermedius",,"PDT001123425.2","2022-11-22T18:39:00Z","USA: ND","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,fosB=HMM,tet(M)=COMPLETE","icaC=COMPLETE",,,"Cystitis"
"Staphylococcus pseudintermedius",,"PDT001123426.2","2022-11-25T14:43:08Z","USA: ND","Not collected","blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,fosB=HMM","icaC=COMPLETE",,,"Otitis"
"Staphylococcus pseudintermedius",,"PDT001123427.2","2022-11-22T18:39:00Z","USA: MO","Not collected",,"icaC=COMPLETE",,,"dermatitis"
"Staphylococcus pseudintermedius",,"PDT001123428.2","2022-11-22T18:39:00Z","USA: MO","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE,seq=COMPLETE",,,"skin infection"
"Staphylococcus pseudintermedius",,"PDT001123429.2","2022-11-22T18:39:00Z","USA: MO","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,aac(6')-Ie=HMM,ant(6)-Ia=COMPLETE,aph(2'')-Ia=HMM,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,mecI=COMPLETE,mecR1=COMPLETE,mupA=COMPLETE,sat4=COMPLETE,tet(K)=COMPLETE,tet(K)=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"injury"
"Staphylococcus pseudintermedius",,"PDT001123430.2","2022-11-22T18:39:01Z","USA: MO","Not collected",,"icaC=COMPLETE",,,"urinary tract infection"
"Staphylococcus pseudintermedius",,"PDT001123431.2","2022-11-22T18:39:01Z","USA: MO","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,mecI=COMPLETE,mecR1=COMPLETE","icaC=COMPLETE",,,"ear infection"
"Staphylococcus pseudintermedius",,"PDT001123432.2","2022-11-22T18:39:01Z","USA: MO","Not collected",,"icaC=COMPLETE",,,"Urinary tract infection"
"Staphylococcus pseudintermedius",,"PDT001123433.2","2022-11-22T18:39:01Z","USA: MI","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,fosB=HMM","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT001123434.2","2022-11-22T18:39:01Z","USA: CO","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Superficial pyoderma"
"Staphylococcus pseudintermedius",,"PDT001123435.2","2022-11-22T18:39:01Z","USA: MI","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,fosB=HMM","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT001123436.2","2022-11-22T18:39:02Z","USA: KY","Not collected","ant(6)-Ia=COMPLETE,ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,dfrG=PARTIAL_END_OF_CONTIG,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=PARTIAL_END_OF_CONTIG,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Nonhealing wound on face"
"Staphylococcus pseudintermedius",,"PDT001123437.2","2022-11-22T18:39:02Z","USA: KY","Not collected","blaI=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaZ=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Chronic Otitis"
"Staphylococcus pseudintermedius",,"PDT001123438.2","2022-11-22T18:39:02Z","USA: KY","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Non-responsive incision in spay incision"
"Staphylococcus pseudintermedius",,"PDT001123439.2","2022-11-22T18:39:02Z","USA: KY","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,fosB=HMM","icaC=COMPLETE",,,
"Staphylococcus pseudintermedius",,"PDT001123440.2","2022-11-22T18:39:02Z","USA: kY","Not collected","aac(6')-Ie=HMM,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,catA=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Aerobic Culture, Urinary tract Infection"
"Staphylococcus pseudintermedius",,"PDT001123441.2","2022-11-22T18:39:03Z","USA: kY","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,catA=PARTIAL_END_OF_CONTIG,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Aerobic Culture, Urinary tract Infection"
"Staphylococcus pseudintermedius",,"PDT001123442.2","2022-11-22T18:39:03Z","USA: KS","Not collected","fosB=HMM","icaC=COMPLETE",,,"Dermatitis"
"Staphylococcus pseudintermedius",,"PDT001123443.2","2022-11-22T18:39:03Z","USA: KS","Not collected","fosB=HMM","icaC=COMPLETE",,,"DERMATITIS"
"Staphylococcus pseudintermedius",,"PDT001123444.2","2022-11-22T18:39:03Z","USA: KS","Not collected",,"icaC=COMPLETE",,,"ABSCESS"
"Staphylococcus pseudintermedius",,"PDT001123445.2","2022-11-22T18:39:03Z","USA: AL","Not collected","aac(6')-Ie=HMM,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,dfrS1=COMPLETE,fosB=HMM,grlA_S80I=POINT,tet(M)=COMPLETE","icaC=COMPLETE","qacC=COMPLETE",,"Bladder infection"
"Staphylococcus pseudintermedius",,"PDT001123446.2","2022-11-22T18:39:03Z","USA: KS","Not collected","blaZ=PARTIAL_END_OF_CONTIG,dfrG=PARTIAL_END_OF_CONTIG,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Upper Respitatory Infection"
"Staphylococcus pseudintermedius",,"PDT001123447.2","2022-11-22T18:39:04Z","USA: IN","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaR1=PARTIAL_END_OF_CONTIG,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,fosB=HMM,grlA_D84N=POINT,lnu(A)=COMPLETE,mecA=COMPLETE,mecR1=PARTIAL,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"dermatitis"
"Staphylococcus pseudintermedius",,"PDT001123448.2","2022-11-22T18:39:04Z","USA: IA","Not collected","ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,dfrG=COMPLETE,erm(B)=PARTIAL_END_OF_CONTIG,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=PARTIAL_END_OF_CONTIG,sat4=COMPLETE,tet(M)=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"rhinitis"
"Staphylococcus pseudintermedius",,"PDT001123449.2","2022-11-22T18:39:04Z","USA: IA","Not collected",,"icaC=COMPLETE",,,"Not collected"
"Staphylococcus pseudintermedius",,"PDT001123451.2","2022-04-14T15:34:41Z","USA: WI","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=PARTIAL_END_OF_CONTIG,sat4=COMPLETE,tet(M)=COMPLETE,tet(M)=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Open"
"Staphylococcus pseudintermedius",,"PDT001123452.2","2022-04-14T15:34:41Z","USA: WI","Not collected","ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,catA=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,erm(B)=PARTIAL_END_OF_CONTIG,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=PARTIAL_END_OF_CONTIG,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"chronic bacterial infection and associated inflammatory response"
"Staphylococcus pseudintermedius",,"PDT001123453.2","2022-04-14T15:34:42Z","USA: WI","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,fosB=HMM","icaC=COMPLETE",,,"Open"
"Staphylococcus pseudintermedius",,"PDT001123454.2","2022-04-14T15:34:42Z","USA: WI","Not collected","fosB=HMM","icaC=COMPLETE",,,"Parvoviral enteritis"
"Staphylococcus pseudintermedius",,"PDT001123455.2","2022-11-22T18:39:04Z","USA: WI","Not collected",,"icaC=COMPLETE",,,"Streptococcal septicemia due to chronic skin disease"
"Staphylococcus pseudintermedius",,"PDT001123456.2","2022-11-22T18:39:04Z","USA: IA","Not collected","aac(6')-Ie=HMM,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,
"Staphylococcus pseudintermedius",,"PDT001123458.2","2022-11-22T18:39:05Z","USA: WI","Not collected","ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,erm(B)=COMPLETE,mecA=PARTIAL_END_OF_CONTIG,sat4=COMPLETE","icaC=COMPLETE",,,"Staphylococcus pseudintermedius"
"Staphylococcus pseudintermedius",,"PDT001123459.2","2022-11-22T18:39:05Z","USA: WI","Not collected","fosB=HMM","icaC=COMPLETE",,,"Staph pseudintermedius"
"Staphylococcus pseudintermedius",,"PDT001123460.2","2022-04-14T15:34:42Z","USA: WA","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,mecA=COMPLETE,mecI=COMPLETE,mecI=PARTIAL_END_OF_CONTIG,mecR1=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"UTI"
"Staphylococcus pseudintermedius",,"PDT001123461.2","2022-04-14T15:34:42Z","USA: WA","Not collected","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE","icaC=COMPLETE",,,"Septicemia"
"Staphylococcus pseudintermedius",,"PDT001123462.2","2022-04-14T15:34:43Z","USA: WA","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,fosD=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacJ=COMPLETE",,"UTI"
"Staphylococcus pseudintermedius",,"PDT001123463.2","2022-04-14T15:34:43Z","USA: WA","Not collected","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,fosB=HMM,grlA_D84N=POINT","icaC=COMPLETE",,,"Surgical infection"
"Staphylococcus pseudintermedius",,"PDT001123468.2","2022-11-22T18:39:05Z","USA: WA","Not collected","fosB=HMM","icaC=COMPLETE",,,"UTI"
"Staphylococcus pseudintermedius",,"PDT001123469.2","2022-11-22T18:39:06Z","USA: WA","Not collected","fosB=HMM","icaC=COMPLETE",,,"UTI"
"Staphylococcus pseudintermedius",,"PDT001123470.2","2022-04-14T15:34:43Z","USA: TX","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,aac(6')-Ie=HMM,ant(6)-Ia=COMPLETE,aph(2'')-I=HMM,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=PARTIAL,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Cystitis"
"Staphylococcus pseudintermedius",,"PDT001123471.2","2022-04-14T15:34:44Z","USA: TX","Not collected","aac(6')-Ie/aph(2'')-Ia=COMPLETE,aac(6')-Ie=HMM,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Dermatitis"
"Staphylococcus pseudintermedius",,"PDT001123472.2","2022-04-14T15:34:44Z","USA: TX","Not collected","dfrG=COMPLETE,fosB=HMM",,,,"Cystitis"
